event_type,job,task,machine,status,priority
TASK,6252830512,78,295014348.0,4,2,88
TASK,6252821895,85,418689.0,4,2,89
TASK,6252830512,41,4820309550.0,4,2,90
TASK,6252667650,16,8055720.0,4,2,91
TASK,6252667650,29,1673012961.0,4,2,92
TASK,6252830446,1,1270261.0,4,2,93
TASK,6252830446,9,4819968244.0,4,2,94
TASK,6252830512,4,4819968244.0,4,2,95
TASK,6252830512,94,788192605.0,4,2,96
TASK,5285926325,0,4802475358.0,3,9,97
TASK,6252667650,26,1268902.0,4,2,98
TASK,6252830512,110,705772.0,4,2,99
TASK,6252667650,8,1270522.0,4,2,100
TASK,6252830512,115,400916836.0,4,2,101
TASK,6252667650,24,217525204.0,4,2,102
TASK,6252830512,25,478267543.0,4,2,103
TASK,6252667801,59,418771198.0,4,2,104
TASK,6252667650,25,56896039.0,4,2,105
TASK,6252830512,125,6565078.0,4,2,106
TASK,6252667650,31,97923394.0,4,2,107
TASK,6252667650,14,32008061.0,4,2,108
TASK,6252830512,92,904304.0,4,2,109
TASK,6252830446,7,4303323785.0,4,2,110
TASK,6252830512,26,647588099.0,4,2,111
TASK,6252667650,21,1437591836.0,4,2,112
TASK,6252830512,14,4820096567.0,4,2,113
TASK,6252667650,30,336061703.0,4,2,114
TASK,6252667650,22,207599564.0,4,2,115
TASK,6252667650,2,17560820.0,4,2,116
TASK,5285926325,0,350702567.0,1,9,117
TASK,515042969,7,1268902.0,1,0,118
TASK,515042969,8,56896039.0,1,0,119
TASK,515042969,14,1673012961.0,1,0,120
TASK,6252830512,132,428227302.0,4,2,121
TASK,6252830512,30,1436306259.0,4,2,122
TASK,6252830512,85,854316246.0,4,2,123
TASK,6252667217,0,438720042.0,4,8,124
TASK,6252667650,0,4802136717.0,5,2,125
TASK,6252667650,1,4820157409.0,5,2,126
TASK,6252667650,5,662206.0,5,2,127
TASK,6252667650,6,1274298.0,5,2,128
TASK,6252667650,7,284757848.0,5,2,129
TASK,6252667650,9,4469218465.0,5,2,130
TASK,6252667650,10,567617.0,5,2,131
TASK,6252667650,15,329139490.0,5,2,132
TASK,6252667650,17,318386122.0,5,2,133
TASK,6252667650,19,2850405.0,5,2,134
TASK,6252667650,23,716054.0,5,2,135
TASK,6252667650,27,2110999309.0,5,2,136
TASK,6252667650,28,6565188.0,5,2,137
TASK,6252667937,0,1436464299.0,5,0,138
TASK,6252830512,106,1315047.0,4,2,139
TASK,6252830512,71,4820138112.0,4,2,140
TASK,6252830512,164,336055170.0,4,2,141
TASK,6252830446,3,1335495.0,4,2,142
TASK,6252830512,19,5782494.0,4,2,143
TASK,6252830512,101,1735230.0,4,2,144
TASK,6252830512,119,2852436.0,4,2,145
TASK,6252830512,149,3863393958.0,4,2,146
TASK,6252830512,6,1440305526.0,4,2,147
TASK,6252830399,0,1440305526.0,4,8,148
TASK,6252830446,0,2340247.0,5,2,149
TASK,6252830446,4,602980.0,5,2,150
TASK,6252830446,5,38751366.0,5,2,151
TASK,6252830446,6,1602460219.0,5,2,152
TASK,6252830446,8,4820107319.0,5,2,153
TASK,6252830446,10,4820258637.0,5,2,154
TASK,6252830512,3,4820107319.0,5,2,155
TASK,6252830512,5,4820258637.0,5,2,156
TASK,6252830512,8,82738036.0,5,2,157
TASK,6252830512,10,4156322293.0,5,2,158
TASK,6252830512,16,8055690.0,5,2,159
TASK,6252830512,22,1805687041.0,5,2,160
TASK,6252830512,24,1271479.0,5,2,161
TASK,6252830512,37,1094414.0,5,2,162
TASK,6252830512,40,1436491568.0,5,2,163
TASK,6252830512,55,487399.0,5,2,164
TASK,6252830512,58,1343516.0,5,2,165
TASK,6252830512,63,38670108.0,5,2,166
TASK,6252830512,65,4820180887.0,5,2,167
TASK,6252830512,66,227417991.0,5,2,168
TASK,6252830512,70,717233.0,5,2,169
TASK,6252830512,75,4820073645.0,5,2,170
TASK,6252830512,76,1807062.0,5,2,171
TASK,6252830512,80,1436560611.0,5,2,172
TASK,6252830512,84,257347123.0,5,2,173
TASK,6252830512,88,3894646983.0,5,2,174
TASK,6252830512,93,3853067458.0,5,2,175
TASK,6252830512,99,4820199831.0,5,2,176
TASK,6252830512,117,317330978.0,5,2,177
TASK,6252830512,118,1275161.0,5,2,178
TASK,6252830512,128,32084682.0,5,2,179
TASK,6252830512,129,463289792.0,5,2,180
TASK,6252830512,130,431051872.0,5,2,181
TASK,6252830512,137,3349035113.0,5,2,182
TASK,6252830512,140,4246069792.0,5,2,183
TASK,6252830512,144,788315163.0,5,2,184
TASK,6252830512,158,257335479.0,5,2,185
TASK,6252830512,163,1436510966.0,5,2,186
TASK,6252831613,0,6640648.0,5,0,187
TASK,6252821895,68,903235.0,4,2,188
TASK,6218406404,533,1436325648.0,2,0,,189
TASK,4717069784,5,2359368952.0,1,0,190
TASK,5390365067,0,2359368952.0,1,0,191
TASK,6252855473,147,708467094.0,4,2,192
TASK,6252855473,125,659824137.0,4,2,193
TASK,6252855473,198,84857886.0,4,2,194
TASK,6221861800,16305,84857886.0,2,0,195
TASK,6250421523,268,84857886.0,2,1,196
TASK,6252843845,126,84857886.0,1,2,197
TASK,6252855473,275,8055081.0,4,2,198
TASK,6252855473,250,4820093460.0,4,2,199
TASK,6252855473,283,351638046.0,4,2,200
TASK,6252855473,222,4802491044.0,4,2,201
TASK,6252855473,240,2424313575.0,4,2,202
TASK,6252855473,53,257495715.0,4,2,203
TASK,6252855473,164,354559698.0,4,2,204
TASK,6252855473,105,6608773.0,4,2,205
TASK,6252855473,189,376211539.0,4,2,206
TASK,6252326772,163,1335142.0,3,1,207
TASK,6252855473,40,336055060.0,4,2,208
TASK,6252855473,153,699749452.0,4,2,209
TASK,6252855473,218,351640963.0,4,2,210
TASK,6252855473,6,602974.0,4,2,211
TASK,6252855473,213,280876780.0,4,2,212
TASK,6252855473,33,854224858.0,4,2,213
TASK,6221861800,16305,38683512.0,1,0,214
TASK,6252855473,78,449889500.0,4,2,215
TASK,6252855473,211,1436548970.0,4,2,216
TASK,6252855473,276,1272098.0,4,2,217
TASK,6252855473,62,4302170516.0,4,2,218
TASK,6252855473,82,30788570.0,4,2,219
TASK,6252855473,159,4820211335.0,4,2,220
TASK,6252855473,137,711173.0,4,2,221
TASK,6252855473,231,38690597.0,4,2,222
TASK,6252855473,121,317470592.0,4,2,223
TASK,6252855473,196,708542796.0,4,2,224
TASK,6252855473,59,1268904.0,4,2,225
TASK,6252855473,282,564480939.0,4,2,226
TASK,6250245734,3620,2787427803.0,2,2,227
TASK,6252859989,0,16909011.0,1,8,228
TASK,515042969,5,2359368952.0,5,0,229
TASK,4717069784,5,2359368952.0,2,0,,230
TASK,6221861800,7424,336025700.0,1,0,231
TASK,6221861800,2392,336047605.0,2,0,232
TASK,6249832520,60,336047605.0,2,0,233
TASK,6252358260,616,336047605.0,1,1,234
TASK,6253964263,72,336025700.0,1,0,235
TASK,6254232914,0,4196289406.0,1,0,236
TASK,6254232914,1,716054.0,1,0,237
TASK,6254232917,0,4820800769.0,1,0,238
TASK,6254232917,1,711247.0,1,0,239
TASK,6253989692,9300,257390200.0,5,2,240
TASK,6253989692,1084,1093744.0,5,2,241
TASK,6221861800,1047,4842134203.0,2,0,,242
TASK,6221861800,16330,1273983.0,1,0,243
TASK,6238340468,807,1271832.0,1,0,244
TASK,6238340468,1163,13010154.0,1,0,245
TASK,6238340468,1213,1273983.0,1,0,246
TASK,6249834537,348,1094327.0,1,0,247
TASK,6249834537,349,1094326.0,1,0,248
TASK,6252901355,554,1271832.0,1,0,249
TASK,6252901355,750,711546.0,1,0,250
TASK,6252901355,779,1273983.0,1,0,251
TASK,6253630606,467,567917.0,4,1,252
TASK,6221861800,5803,257340275.0,2,0,,253
TASK,6218406404,264,4820021252.0,1,0,254
TASK,6255597291,57,682850.0,4,0,255
TASK,515042969,4,4820157409.0,1,0,256
TASK,515042969,12,38750673.0,1,0,257
TASK,6255587423,1,2850267.0,4,4,258
TASK,515042969,11,4304136776.0,1,0,259
TASK,515042969,26,2279459527.0,1,0,260
TASK,515042969,1,1269048.0,1,0,261
TASK,515042969,7,124562891.0,1,0,262
TASK,515042969,9,294772485.0,1,0,263
TASK,515042969,18,17504055.0,1,0,264
TASK,515042969,22,4820021252.0,1,0,265
TASK,5285926325,0,2433597659.0,3,9,266
TASK,515042969,3,305376838.0,1,0,267
TASK,515042969,20,514820708.0,1,0,268
TASK,5285926325,0,431074279.0,1,9,269
TASK,515042969,23,16918655.0,1,0,270
TASK,6255610754,0,38643519.0,1,1,271
TASK,515042969,6,317477815.0,1,0,272
TASK,515042969,0,2110640401.0,1,0,273
TASK,515042969,21,284739141.0,1,0,274
TASK,515042969,14,5476991932.0,1,0,275
TASK,6255610784,0,1436480453.0,1,0,276
TASK,6255597291,99,370136256.0,4,0,277
TASK,6255609359,0,3826717.0,4,0,278
TASK,6255608282,16,3349159819.0,4,0,279
TASK,6218406404,193,4820028357.0,2,0,,280
TASK,6221861800,1091,4142540536.0,1,0,281
TASK,6238340468,149,61024552.0,1,0,282
TASK,6238340468,223,82786894.0,1,0,283
TASK,6249832520,2,4142540536.0,1,0,284
TASK,6255532702,72,82755268.0,1,0,285
TASK,6258164783,53,5140392219.0,4,4,286
TASK,6221861800,5266,4820028588.0,2,0,,287
TASK,6218406404,338,5782724.0,1,0,288
TASK,6238340468,2294,1093463.0,1,0,289
TASK,6238340468,2298,1270313.0,1,0,290
TASK,6238340468,2300,257333291.0,1,0,291
TASK,6238340468,2301,704514401.0,1,0,292
TASK,6238340468,2303,1338614.0,1,0,293
TASK,6238340468,2305,351594773.0,1,0,294
TASK,6238340468,2306,1302497.0,1,0,295
TASK,6238340468,2310,711665.0,1,0,296
TASK,6264490026,72,5782724.0,1,0,297
TASK,6264525778,161,4820134564.0,4,4,298
TASK,6264507321,418,352693009.0,4,4,299
TASK,6260557680,1918,1271683.0,4,0,300
TASK,6263933444,64,6567274.0,4,2,301
TASK,6264507321,318,766862011.0,4,4,302
TASK,6264525778,315,257335687.0,4,4,303
TASK,6264507321,386,772622191.0,4,4,304
TASK,6263939396,186,351640936.0,4,2,305
TASK,6264507321,25,5111809840.0,4,4,306
TASK,6264507321,50,907930.0,4,4,307
TASK,6264507321,83,4820436037.0,4,4,308
TASK,6224307516,39,317330974.0,5,2,309
TASK,6264512202,693,1510877026.0,4,4,310
TASK,6264512202,686,1713874132.0,4,4,311
TASK,6263922859,969,317508562.0,4,2,312
TASK,6264512202,154,317488510.0,4,4,313
TASK,6263940386,971,4820095225.0,4,2,314
TASK,6263940386,930,5068934938.0,4,2,315
TASK,6264507321,30,326164960.0,4,4,316
TASK,6264022323,320,708469444.0,4,2,317
TASK,6260557680,541,769501279.0,4,0,318
TASK,6264507321,152,1436350420.0,4,4,319
TASK,6263934434,128,778601926.0,4,2,320
TASK,6263926322,27,1429206364.0,4,2,321
TASK,6264507321,362,1695367.0,4,4,322
TASK,6260557680,190,4304980423.0,4,0,323
TASK,6264512202,983,4820072401.0,4,4,324
TASK,6263925224,945,5655258253.0,4,2,325
TASK,6263934434,258,7776496.0,4,2,326
TASK,6264507321,170,704575261.0,4,4,327
TASK,6264507321,306,4194435520.0,4,4,328
TASK,6260557680,1695,766810.0,4,0,329
TASK,6221861739,0,4252384531.0,3,0,330
TASK,6263939396,180,2343827782.0,4,2,331
TASK,6238340468,2312,4820110605.0,1,0,332
TASK,6238340468,2313,567909.0,1,0,333
TASK,6238340468,2316,636668289.0,1,0,334
TASK,6238340468,2319,336038688.0,1,0,335
TASK,6238340468,2321,317808369.0,1,0,336
TASK,6238340468,2322,317472669.0,1,0,337
TASK,6238340468,2325,257500431.0,1,0,338
TASK,6264490026,73,336030282.0,1,0,339
TASK,6264507321,371,660404.0,4,4,340
TASK,6263976886,226,336025460.0,4,2,341
TASK,6263939396,951,5015767025.0,4,2,342
TASK,6264507321,126,766861940.0,4,4,343
TASK,6264507321,121,351662258.0,4,4,344
TASK,6260557680,1904,1274753.0,4,0,345
TASK,6264512202,265,6641399.0,4,4,346
TASK,6264507321,146,1268696.0,4,4,347
TASK,6264507321,172,1429191803.0,4,4,348
TASK,6260557680,123,257406815.0,4,0,349
TASK,6264507321,107,208018577.0,4,4,350
TASK,6260557680,2428,8055065.0,4,0,351
TASK,6264512202,103,11230607.0,4,4,352
TASK,6260557680,659,3338287454.0,4,0,353
TASK,6263925224,938,17504597.0,4,2,354
TASK,6264507321,12,38713133.0,4,4,355
TASK,6264512202,137,227323298.0,4,4,356
TASK,6263934434,130,1436344094.0,4,2,357
TASK,6263940386,176,351622865.0,4,2,358
TASK,6264512202,829,1439223410.0,4,4,359
TASK,6260557680,1036,317477855.0,4,0,360
TASK,6264525778,129,317477873.0,4,4,361
TASK,6264507321,49,4820268323.0,4,4,362
TASK,6264507321,197,1338923.0,4,4,363
TASK,6264507321,307,612746615.0,4,4,364
TASK,6260557680,1417,155515727.0,4,0,365
TASK,6263919777,187,4302089066.0,4,2,366
TASK,6264507321,133,288787745.0,4,4,367
TASK,6264525778,173,351632603.0,4,4,368
TASK,6260557680,106,1199393912.0,4,0,369
TASK,6264507321,90,288943706.0,4,4,370
TASK,6221861739,0,4303323785.0,1,0,371
TASK,6238340468,2327,907930.0,1,0,372
TASK,6238340468,2329,317488510.0,1,0,373
TASK,6238340468,2330,1695367.0,1,0,374
TASK,6238340468,2331,1510877026.0,1,0,375
TASK,6238340468,2332,4820072401.0,1,0,376
TASK,6238340468,2333,4194435520.0,1,0,377
TASK,6238340468,2334,4820436037.0,1,0,378
TASK,6238340468,2335,352693009.0,1,0,379
TASK,6238340468,2337,3550322224.0,1,0,380
TASK,6238340468,2339,1713874132.0,1,0,381
TASK,6238340468,2342,1436350420.0,1,0,382
TASK,6238340468,2344,766862011.0,1,0,383
TASK,6264490026,74,772622191.0,1,0,384
TASK,6264490026,75,5111809840.0,1,0,385
TASK,6264490026,76,326164960.0,1,0,386
TASK,6264563794,0,1272467.0,1,0,387
TASK,6264110687,0,907930.0,5,1,388
TASK,6264507321,292,4303292790.0,4,4,389
TASK,6264507321,270,82789743.0,4,4,390
TASK,6264507321,9,4820239515.0,4,4,391
TASK,6264507321,40,3366934122.0,4,4,392
TASK,6263934434,47,1755147216.0,4,2,393
TASK,6263922859,937,766861932.0,4,2,394
TASK,6263929407,324,1443381258.0,4,2,395
TASK,6264507321,198,317486577.0,4,4,396
TASK,6264507321,2,207999948.0,4,4,397
TASK,6264507321,210,660927.0,4,4,398
TASK,6263939396,149,317330958.0,4,2,399
TASK,6264512202,462,257408598.0,4,4,400
TASK,6264507321,275,38691507.0,4,4,401
TASK,6260557680,706,3418895532.0,4,0,402
TASK,6260557680,1534,567345.0,4,0,403
TASK,6264507321,99,82795413.0,4,4,404
TASK,6263940386,385,2031585951.0,4,2,405
TASK,6260557680,1945,345299907.0,4,0,406
TASK,6260557680,8,549437277.0,4,0,407
TASK,6264022323,333,906987.0,4,2,408
TASK,6260557680,1549,6566799.0,4,0,409
TASK,515042969,18,854763606.0,1,0,410
TASK,6238340468,2345,227323298.0,1,0,411
TASK,6238340468,2346,6641399.0,1,0,412
TASK,6238340468,2348,11230607.0,1,0,413
TASK,6238340468,2353,1439223410.0,1,0,414
TASK,6238340468,2354,612746615.0,1,0,415
TASK,6238340468,2355,351662258.0,1,0,416
TASK,6238340468,2356,660404.0,1,0,417
TASK,6238340468,2357,1338923.0,1,0,418
TASK,6238340468,2359,288943706.0,1,0,419
TASK,6238340468,2360,766861940.0,1,0,420
TASK,6238340468,2364,38713133.0,1,0,421
TASK,6238340468,2365,288787745.0,1,0,422
TASK,6238340468,2366,1429191803.0,1,0,423
TASK,6264490026,77,4820268323.0,1,0,424
TASK,6264490026,78,208018577.0,1,0,425
TASK,6263925224,937,3938717398.0,4,2,426
TASK,6264507321,299,155127154.0,4,4,427
TASK,6260557680,2413,351662224.0,4,0,428
TASK,6263926322,187,6609001.0,4,2,429
TASK,6264507321,63,6194697916.0,4,4,430
TASK,6260557680,1738,3938680714.0,4,0,431
TASK,6264507321,39,1274980.0,4,4,432
TASK,6264507321,322,155499430.0,4,4,433
TASK,6260557680,1196,539194189.0,4,0,434
TASK,6264507321,91,4820135116.0,4,4,435
TASK,6260557680,442,257337634.0,4,0,436
TASK,6264507321,211,4819999495.0,4,4,437
TASK,6263939396,189,1193864692.0,4,2,438
TASK,6264507321,97,336070885.0,4,4,439
TASK,6264525778,259,32064709.0,4,4,440
TASK,6263933444,962,32064709.0,4,2,441
TASK,6263976886,184,4696525966.0,4,2,442
TASK,6260557680,768,4820072458.0,4,0,443
TASK,6260557680,1013,660262.0,4,0,444
TASK,6264507321,15,410834443.0,4,4,445
TASK,6263928417,213,46274512.0,4,2,446
TASK,6263936984,934,6608659.0,4,2,447
TASK,6264563924,0,3890293102.0,1,1,448
TASK,6238340468,2367,4820239515.0,1,0,449
TASK,6238340468,2371,317304516.0,1,0,450
TASK,6238340468,2374,257408598.0,1,0,451
TASK,6238340468,2377,38691507.0,1,0,452
TASK,6238340468,2378,660927.0,1,0,453
TASK,6238340468,2379,207999948.0,1,0,454
TASK,6238340468,2382,6566799.0,1,0,455
TASK,6238340468,2384,82789743.0,1,0,456
TASK,6238340468,2386,907930.0,1,0,457
TASK,6238340468,2392,4303292790.0,1,0,458
TASK,6238340468,2395,4303292790.0,1,0,459
TASK,6238340468,2401,3366934122.0,1,0,460
TASK,6260557680,549,1269986.0,4,0,461
TASK,6264512202,707,4152418403.0,4,4,462
TASK,6260557680,462,3464188088.0,4,0,463
TASK,6264512202,612,6641447.0,4,4,464
TASK,6260557680,1473,317302925.0,4,0,465
TASK,6264507189,37,257406818.0,4,4,466
TASK,6260557680,416,3739283546.0,4,0,467
TASK,6264022323,157,418926560.0,4,2,468
TASK,6264507321,196,4802146889.0,4,4,469
TASK,6224307516,34,485231.0,5,2,470
TASK,6264507321,423,906647.0,4,4,471
TASK,6224307516,41,1436325665.0,5,2,472
TASK,6264456418,0,1436325665.0,4,1,473
TASK,6263919777,966,1301828.0,4,2,474
TASK,6263919777,932,8055716.0,4,2,475
TASK,6264512202,645,3810807041.0,4,4,476
TASK,6264507321,142,351604724.0,4,4,477
TASK,6264525778,25,4820359613.0,4,4,478
TASK,6218406404,107,1698431.0,2,0,,479
TASK,6256014611,2800,4304813643.0,1,1,480
TASK,6272398118,1473,4304813643.0,1,1,481
TASK,6035592839,28,12977675.0,1,0,482
TASK,6238340468,165,1436347034.0,1,0,483
TASK,6271029164,14,4820073668.0,1,0,484
TASK,6271789353,375,1695531.0,1,0,485
TASK,6274025980,0,1335562.0,1,0,486
TASK,6271789353,1642,376271363.0,2,0,487
TASK,6258695096,985,376271363.0,1,9,488
TASK,6232606948,30,5118955112.0,3,9,489
TASK,6274121178,560,32056130.0,4,4,490
TASK,6258695096,699,105387257.0,3,9,491
TASK,6274053296,21,418583.0,4,4,492
TASK,6274103193,684,3717718553.0,4,4,493
TASK,6258695096,32,6640103.0,3,9,494
TASK,6274053296,66,6567617.0,4,4,495
TASK,6274053296,39,294975920.0,4,4,496
TASK,6258695096,673,4245801302.0,3,9,497
TASK,6258695096,733,6567851.0,3,9,498
TASK,6258695096,537,2596672343.0,3,9,499
TASK,6274053296,43,1436344094.0,4,4,500
TASK,6271789353,812,2357745023.0,2,0,501
TASK,6258695096,885,2357745023.0,1,9,502
TASK,6258695096,366,329030246.0,3,9,503
TASK,6274053296,109,329030246.0,4,4,504
TASK,6274103193,249,2107146440.0,4,4,505
TASK,6271789353,1051,6566420.0,2,0,506
TASK,6258695096,910,6566420.0,1,9,507
TASK,6258695096,591,317488691.0,3,9,508
TASK,6258695096,914,317488691.0,3,9,509
TASK,6258695096,822,602948.0,3,9,510
TASK,6258695096,554,602948.0,3,9,511
TASK,6258695096,824,1650718010.0,3,9,512
TASK,6258695096,123,3872551682.0,3,9,513
TASK,6258695096,157,4478537252.0,3,9,514
TASK,6258695096,509,1343783.0,3,9,515
TASK,6258695096,628,5602211723.0,3,9,516
TASK,6258695096,672,4478397014.0,3,9,517
TASK,6258695096,99,4469348937.0,3,9,518
TASK,6273800357,46,1436486817.0,4,4,519
TASK,6273527780,9261,7776858.0,5,4,520
TASK,6258695096,133,766862013.0,3,9,521
TASK,6256014611,2522,431037417.0,2,1,,522
TASK,6218406404,104,62.0,1,0,523
TASK,6238340468,37,4802910981.0,1,0,524
TASK,6238340468,43,4469943687.0,1,0,525
TASK,6238340468,47,3868878023.0,1,0,526
TASK,6238340468,56,6640099.0,1,0,527
TASK,6238340468,65,4802910981.0,1,0,528
TASK,6238340468,66,4469943687.0,1,0,529
TASK,6238340468,72,4820060364.0,1,0,530
TASK,6238340468,94,4820060364.0,1,0,531
TASK,6274335104,84,82738036.0,1,0,532
TASK,6275903028,297,38742677.0,1,0,533
TASK,6275903028,374,294823364.0,1,0,534
TASK,6275903028,471,1301919.0,1,0,535
TASK,6275903028,644,63683422.0,1,0,536
TASK,6278624411,384,5792767.0,1,0,537
TASK,6278624411,541,1470920670.0,1,0,538
TASK,6278624411,1226,4081219342.0,1,0,539
TASK,6278624411,4679,2538312.0,1,0,540
TASK,6278624411,5360,1437894623.0,1,0,541
TASK,6278624411,5672,4820137595.0,1,0,542
TASK,6278624411,5750,908056.0,1,0,543
TASK,6279271120,1,3890204889.0,1,0,544
TASK,6279271120,3,62.0,1,0,545
TASK,6279271120,4,6640648.0,1,0,546
TASK,6279271120,6,1094236.0,1,0,547
TASK,6279271120,7,38683945.0,1,0,548
TASK,6279271120,8,2850427.0,1,0,549
TASK,6279271120,9,643114551.0,1,0,550
TASK,6279271120,10,63683422.0,1,0,551
TASK,6279271120,12,30790398.0,1,0,552
TASK,6279271120,14,549330194.0,1,0,553
TASK,6279271120,15,6274355716.0,1,0,554
TASK,6279271120,16,336058848.0,1,0,555
TASK,6279271120,17,708496208.0,1,0,556
TASK,6279271120,19,294847182.0,1,0,557
TASK,6279271120,20,294908869.0,1,0,558
TASK,6279271120,21,2107708808.0,1,0,559
TASK,6279271120,22,277433550.0,1,0,560
TASK,6279271120,23,1807104.0,1,0,561
TASK,6279271120,24,273549095.0,1,0,562
TASK,6279271120,26,1275025.0,1,0,563
TASK,6279271120,28,63616272.0,1,0,564
TASK,6279271120,29,351664194.0,1,0,565
TASK,6279271120,31,3735779.0,1,0,566
TASK,6279271120,32,82786230.0,1,0,567
TASK,6279271120,38,8055077.0,1,0,568
TASK,6279271120,39,207916233.0,1,0,569
TASK,6279271120,40,4180823210.0,1,0,570
TASK,6279271120,45,5773935.0,1,0,571
TASK,6279271120,48,317497342.0,1,0,572
TASK,6279271120,51,61056290.0,1,0,573
TASK,6279271120,52,351650774.0,1,0,574
TASK,6279271120,56,2274878819.0,1,0,575
TASK,6279271120,57,3349962080.0,1,0,576
TASK,6279271120,65,317484293.0,1,0,577
TASK,6279271120,66,317488510.0,1,0,578
TASK,6279271120,67,294965202.0,1,0,579
TASK,6279271120,81,16917164.0,1,0,580
TASK,6279271120,82,288787841.0,1,0,581
TASK,6279271120,84,376362776.0,1,0,582
TASK,6279271120,85,208018577.0,1,0,583
TASK,6279271120,88,257340277.0,1,0,584
TASK,6279271120,93,503714165.0,1,0,585
TASK,6279271120,95,336055798.0,1,0,586
TASK,6279271120,98,3305969870.0,1,0,587
TASK,6279271120,100,257333322.0,1,0,588
TASK,6279271120,101,257501783.0,1,0,589
TASK,6279271120,104,1809612824.0,1,0,590
TASK,6279271120,105,1436371121.0,1,0,591
TASK,6279271120,114,336026206.0,1,0,592
TASK,6279271120,120,294793946.0,1,0,593
TASK,6279271120,126,2274813314.0,1,0,594
TASK,6279271120,127,1436671113.0,1,0,595
TASK,6279271120,128,336041158.0,1,0,596
TASK,6279271120,131,317468386.0,1,0,597
