event_type,job,task,machine,status,priority
TASK,515042969,19,1094369.0,1,0,104
TASK,515042969,19,1094369.0,1,0,105
TASK,515042969,19,1094369.0,1,0,106
TASK,515042969,19,1094369.0,1,0,107
TASK,515042969,19,1094369.0,1,0,108
TASK,515042969,19,1094369.0,1,0,109
TASK,515042969,19,1094369.0,1,0,110
TASK,515042969,17,1094369.0,1,0,111
TASK,515042969,17,1094369.0,1,0,112
TASK,515042969,17,1094369.0,1,0,113
TASK,515042969,21,1094369.0,1,0,114
TASK,515042969,21,1094369.0,1,0,115
TASK,515042969,1,1094369.0,1,0,116
TASK,515042969,4,1094369.0,1,0,117
TASK,515042969,4,1094369.0,5,0,118
TASK,5402488769,285,1094369.0,2,0,119
TASK,6253691838,811,1094369.0,1,2,120
TASK,6253691838,811,1094369.0,4,2,121
TASK,515042969,10,1094369.0,1,0,122
TASK,515042969,10,1094369.0,1,0,123
TASK,515042969,10,1094369.0,1,0,124
TASK,515042969,10,1094369.0,1,0,,125
TASK,6253579488,2,1809612824.0,4,2,126
TASK,6253762320,1021,1809612824.0,1,0,127
TASK,6253762320,1021,1809612824.0,2,0,128
TASK,6221861800,4926,1809612824.0,2,0,129
TASK,6221861800,6469,1809612824.0,2,0,130
TASK,6253805679,251,1809612824.0,1,2,131
TASK,6253805679,251,1809612824.0,4,2,132
TASK,515042969,7,1809612824.0,1,0,133
TASK,515042969,7,1809612824.0,1,0,134
TASK,515042969,12,1809612824.0,1,0,135
TASK,515042969,12,1809612824.0,1,0,136
TASK,515042969,12,1809612824.0,1,0,137
TASK,515042969,12,1809612824.0,1,0,138
TASK,515042969,12,1809612824.0,1,0,139
TASK,515042969,12,1809612824.0,1,0,140
TASK,515042969,12,1809612824.0,1,0,141
TASK,515042969,12,1809612824.0,1,0,142
TASK,515042969,12,1809612824.0,1,0,143
TASK,515042969,12,1809612824.0,5,0,144
TASK,6253829880,538,1809612824.0,1,2,145
TASK,6253829880,538,1809612824.0,4,2,146
TASK,515042969,20,1809612824.0,1,0,147
TASK,515042969,10,1809612824.0,1,0,148
TASK,515042969,12,1809612824.0,1,0,149
TASK,515042969,8,1809612824.0,1,0,,150
TASK,6253911549,367,337887064.0,4,0,151
TASK,6253943086,542,337887064.0,1,2,152
TASK,6253943086,542,337887064.0,4,2,153
TASK,6253976869,76,337887064.0,1,2,154
TASK,6238340468,1431,337887064.0,2,0,155
TASK,6221861800,14056,337887064.0,2,0,156
TASK,6221861800,8282,337887064.0,2,0,157
TASK,6114773114,1391,337887064.0,2,0,158
TASK,6221861800,15534,337887064.0,2,0,159
TASK,6253989692,6139,337887064.0,1,2,160
TASK,6253989692,3675,337887064.0,1,2,161
TASK,5402488769,3052,337887064.0,1,0,162
TASK,6253976869,76,337887064.0,4,2,163
TASK,6221861800,13215,337887064.0,1,0,164
TASK,6253989692,3675,337887064.0,5,2,165
TASK,6253989692,330,337887064.0,1,2,166
TASK,6253989692,6139,337887064.0,5,2,167
TASK,6253989692,6139,337887064.0,1,2,,168
TASK,6254352283,0,341341652.0,1,1,169
TASK,6254352380,0,341341652.0,1,0,170
TASK,6254352380,0,341341652.0,4,0,171
TASK,6254352283,0,341341652.0,4,1,172
TASK,3936670257,289,341341652.0,1,1,173
TASK,3466058276,0,341341652.0,5,1,174
TASK,3936670257,289,341341652.0,2,1,175
TASK,6252358260,16,341341652.0,2,1,176
TASK,6133391745,301,341341652.0,1,1,177
TASK,1863690462,2,341341652.0,1,0,178
TASK,1863690462,2,341341652.0,2,0,179
TASK,6133391745,301,341341652.0,5,1,180
TASK,6253482179,3928,341341652.0,2,2,181
TASK,4248105819,3,341341652.0,1,1,182
TASK,515042969,7,341341652.0,1,0,183
TASK,515042969,8,341341652.0,1,0,184
TASK,515042969,8,341341652.0,5,0,185
TASK,6176871439,1996,341341652.0,1,1,186
TASK,4297552690,0,341341652.0,1,9,187
TASK,515042969,7,341341652.0,1,0,,188
TASK,6254537493,1041,4820096768.0,5,2,189
TASK,6253989692,3693,4820096768.0,4,2,190
TASK,5950955866,50,4820096768.0,1,0,191
TASK,6221861800,18346,4820096768.0,1,0,192
TASK,5950955866,50,4820096768.0,5,0,193
TASK,6253930085,21,4820096768.0,5,2,194
TASK,6221861800,18346,4820096768.0,2,0,195
TASK,6252358260,3126,4820096768.0,1,1,196
TASK,6254633068,1496,4820096768.0,1,2,197
TASK,6035592839,6,4820096768.0,1,0,198
TASK,6254633068,1496,4820096768.0,4,2,199
TASK,5390365067,32,4820096768.0,1,0,200
TASK,6254744639,1990,4820096768.0,1,2,201
TASK,5390365067,32,4820096768.0,5,0,202
TASK,6035592839,6,4820096768.0,2,0,203
TASK,6254776790,0,4820096768.0,1,8,204
TASK,6254776790,0,4820096768.0,4,8,205
TASK,4392480606,8,4820096768.0,1,0,206
TASK,515042969,16,4820096768.0,1,0,207
TASK,515042969,21,4820096768.0,1,0,208
TASK,6254744639,1990,4820096768.0,4,2,209
TASK,515042969,22,4820096768.0,1,0,210
TASK,515042969,21,4820096768.0,1,0,211
TASK,515042969,21,4820096768.0,1,0,212
TASK,515042969,21,4820096768.0,1,0,213
TASK,515042969,21,4820096768.0,1,0,214
TASK,515042969,21,4820096768.0,1,0,215
TASK,515042969,16,4820096768.0,1,0,216
TASK,515042969,16,4820096768.0,1,0,217
TASK,515042969,16,4820096768.0,1,0,218
TASK,515042969,6,4820096768.0,1,0,219
TASK,4392480606,8,4820096768.0,5,0,220
TASK,6254817538,0,4820096768.0,1,8,221
TASK,6254817538,0,4820096768.0,4,8,222
TASK,4392480606,8,4820096768.0,1,0,,223
TASK,6254849022,1145,717317.0,1,2,224
TASK,6254849022,1145,717317.0,5,2,225
TASK,6254869357,1677,717317.0,1,2,226
TASK,6254869357,2208,717317.0,1,2,227
TASK,6254124438,0,717317.0,2,0,228
TASK,6254869357,8992,717317.0,1,2,229
TASK,6254822775,2460,717317.0,4,2,230
TASK,6254687618,2,717317.0,4,2,231
TASK,515042969,14,717317.0,1,0,232
TASK,6238340468,17,717317.0,1,0,233
TASK,5567180387,124,717317.0,1,0,234
TASK,6221861800,18473,717317.0,2,0,235
TASK,6238340468,317,717317.0,2,0,236
TASK,6238340468,17,717317.0,2,0,237
TASK,5567180387,124,717317.0,2,0,238
TASK,6254693397,56,717317.0,1,1,239
TASK,6231386586,24,717317.0,5,0,240
TASK,6254693397,75,717317.0,1,1,241
TASK,6254693397,74,717317.0,1,1,242
TASK,515042969,8,717317.0,1,0,243
TASK,5567180387,42,717317.0,1,0,244
TASK,6221861800,4578,717317.0,1,0,245
TASK,6221861800,7114,717317.0,1,0,246
TASK,6254946642,4,717317.0,1,0,247
TASK,6254946642,4,717317.0,4,0,248
TASK,5567180387,42,717317.0,2,0,249
TASK,4963594775,139,717317.0,5,1,250
TASK,6254958602,0,717317.0,1,2,251
TASK,6254869357,1677,717317.0,5,2,252
TASK,6254869357,1677,717317.0,1,2,253
TASK,6254869357,8992,717317.0,5,2,254
TASK,6254869357,2004,717317.0,1,2,255
TASK,6254958602,0,717317.0,4,2,256
TASK,4392480606,28,717317.0,1,0,257
TASK,5776956738,4,717317.0,1,0,258
TASK,5950955866,57,717317.0,1,0,259
TASK,4392480606,28,717317.0,5,0,260
TASK,5950955866,57,717317.0,5,0,261
TASK,5776956738,4,717317.0,5,0,262
TASK,6221861800,7114,717317.0,2,0,263
TASK,6255017929,40,717317.0,1,2,264
TASK,6254869357,1677,717317.0,3,2,265
TASK,6238340468,2405,717317.0,1,0,266
TASK,6254869357,2004,717317.0,3,2,267
TASK,6254869357,2208,717317.0,4,2,268
TASK,5950955866,103,717317.0,1,0,,269
TASK,6255261756,737,1436301564.0,1,2,270
TASK,6255261756,737,1436301564.0,4,2,271
TASK,6255298403,355,1436301564.0,1,2,272
TASK,6255298403,355,1436301564.0,4,2,273
TASK,6255315879,62,1436301564.0,1,2,274
TASK,6255315879,62,1436301564.0,4,2,275
TASK,6255333724,57,1436301564.0,1,2,276
TASK,6255333724,57,1436301564.0,4,2,277
TASK,6255359749,962,1436301564.0,1,2,278
TASK,6254984728,76,1436301564.0,5,2,279
TASK,6254984728,1693,1436301564.0,5,2,280
TASK,6254984728,2502,1436301564.0,5,2,281
TASK,4392480606,117,1436301564.0,1,0,282
TASK,515042969,26,1436301564.0,1,0,283
TASK,515042969,26,1436301564.0,5,0,284
TASK,4392480606,117,1436301564.0,5,0,285
TASK,6221861800,5261,1436301564.0,2,0,286
TASK,3936670257,135,1436301564.0,2,1,287
TASK,6252358260,1923,1436301564.0,2,1,288
TASK,6255411069,1806,1436301564.0,1,2,289
TASK,6255411069,988,1436301564.0,1,2,290
TASK,6255359749,962,1436301564.0,4,2,291
TASK,515042969,4,1436301564.0,1,0,292
TASK,515042969,4,1436301564.0,1,0,293
TASK,515042969,4,1436301564.0,1,0,294
TASK,515042969,1,1436301564.0,1,0,295
TASK,515042969,1,1436301564.0,1,0,296
TASK,515042969,1,1436301564.0,1,0,297
TASK,515042969,1,1436301564.0,1,0,298
TASK,515042969,1,1436301564.0,1,0,,299
TASK,6255579556,0,3407946425.0,1,1,300
TASK,6255579556,0,3407946425.0,4,1,301
TASK,4121195473,0,3407946425.0,1,10,302
TASK,4121195473,0,3407946425.0,5,10,303
TASK,4121195473,0,3407946425.0,1,10,304
TASK,4121195473,0,3407946425.0,5,10,305
TASK,4121195473,0,3407946425.0,1,10,306
TASK,4121195473,0,3407946425.0,5,10,307
TASK,4121195473,0,3407946425.0,1,10,308
TASK,4121195473,0,3407946425.0,5,10,309
TASK,6255514041,0,3407946425.0,5,2,310
TASK,4121195473,0,3407946425.0,1,10,,311
TASK,6255518147,345,772200996.0,1,0,312
TASK,6255518147,345,772200996.0,4,0,313
TASK,6255518147,342,772200996.0,1,0,314
TASK,6255518147,342,772200996.0,4,0,315
TASK,6255518147,475,772200996.0,1,0,316
TASK,6255518147,475,772200996.0,4,0,317
TASK,6255518147,331,772200996.0,1,0,318
TASK,6255518147,331,772200996.0,4,0,319
TASK,6249834537,240,772200996.0,1,0,320
TASK,6256054883,223,772200996.0,1,0,321
TASK,6255890759,22,772200996.0,4,4,322
TASK,6238340468,2783,772200996.0,1,0,323
TASK,6238340468,2784,772200996.0,1,0,324
TASK,6255518147,90,772200996.0,1,0,325
TASK,6255518147,90,772200996.0,4,0,326
TASK,6255518147,24,772200996.0,1,0,327
TASK,6256054883,223,772200996.0,4,0,328
TASK,6255518147,24,772200996.0,5,0,329
TASK,6255518147,44,772200996.0,1,0,,330
TASK,6186120532,388,257406651.0,5,9,331
TASK,515042969,1,257406651.0,1,0,332
TASK,515042969,2,257406651.0,1,0,333
TASK,515042969,7,257406651.0,1,0,334
TASK,6184860354,34,257406651.0,5,9,335
TASK,6184860354,34,257406651.0,1,9,336
TASK,515042969,1,257406651.0,1,0,337
TASK,515042969,2,257406651.0,1,0,338
TASK,515042969,7,257406651.0,1,0,339
TASK,515042969,1,257406651.0,1,0,340
TASK,515042969,2,257406651.0,1,0,341
TASK,515042969,7,257406651.0,1,0,342
TASK,515042969,22,257406651.0,1,0,343
TASK,515042969,23,257406651.0,1,0,344
TASK,515042969,24,257406651.0,1,0,345
TASK,515042969,20,257406651.0,1,0,346
TASK,515042969,21,257406651.0,1,0,347
TASK,515042969,22,257406651.0,1,0,348
TASK,515042969,20,257406651.0,1,0,349
TASK,515042969,21,257406651.0,1,0,350
TASK,515042969,21,257406651.0,5,0,351
TASK,6221861800,8000,257406651.0,2,0,352
TASK,6224307516,148,257406651.0,1,2,353
TASK,515042969,9,257406651.0,1,0,354
TASK,515042969,2,257406651.0,1,0,355
TASK,515042969,3,257406651.0,1,0,,356
TASK,6256576178,723,463440447.0,4,4,357
TASK,6238340468,2387,463440447.0,2,0,358
TASK,6256691834,603,463440447.0,1,4,359
TASK,6256691834,603,463440447.0,5,4,360
TASK,6238340468,870,463440447.0,1,0,361
TASK,6255844009,1334,463440447.0,5,0,362
TASK,6256680550,477,463440447.0,1,0,363
TASK,6238340468,870,463440447.0,2,0,364
TASK,6256680550,477,463440447.0,2,0,365
TASK,6256747240,982,463440447.0,1,4,366
TASK,6256734086,756,463440447.0,1,0,367
TASK,6256747240,982,463440447.0,5,4,368
TASK,6256734086,756,463440447.0,2,0,369
TASK,6256766261,2274,463440447.0,1,4,370
TASK,6255532702,1028,463440447.0,1,0,371
TASK,6255532702,1028,463440447.0,2,0,372
TASK,6256800162,461,463440447.0,1,4,373
TASK,6256800162,461,463440447.0,4,4,374
TASK,6238340468,1496,463440447.0,1,0,375
TASK,6256830227,115,463440447.0,1,0,376
TASK,6238340468,1496,463440447.0,2,0,377
TASK,6256830227,115,463440447.0,2,0,378
TASK,6256870832,186,463440447.0,1,4,379
TASK,6256828882,172,463440447.0,1,0,380
TASK,6256766261,2274,463440447.0,4,4,381
TASK,6256870832,186,463440447.0,5,4,382
TASK,6238340468,2342,463440447.0,1,0,383
TASK,6238340468,2342,463440447.0,2,0,384
TASK,6256896226,31,463440447.0,1,4,385
TASK,6256896226,31,463440447.0,4,4,386
TASK,6238340468,2272,463440447.0,1,0,387
TASK,6256828882,172,463440447.0,5,0,388
TASK,6256828882,172,463440447.0,1,0,,389
TASK,515042954,0,2347663322.0,1,0,390
TASK,515042954,1,2347663322.0,1,0,391
TASK,515042954,5,2347663322.0,1,0,392
TASK,515042954,1,2347663322.0,5,0,393
TASK,515042954,5,2347663322.0,5,0,394
TASK,6257001573,8,2347663322.0,1,6,395
TASK,515042969,26,2347663322.0,1,0,396
TASK,3436840924,1,2347663322.0,1,0,397
TASK,6255532702,1183,2347663322.0,1,0,398
TASK,515042954,0,2347663322.0,5,0,399
TASK,3436840924,1,2347663322.0,5,0,400
TASK,6257001573,0,2347663322.0,1,6,401
TASK,515042954,5,2347663322.0,1,0,402
TASK,515042969,22,2347663322.0,1,0,403
TASK,515042969,22,2347663322.0,1,0,404
TASK,515042954,5,2347663322.0,5,0,405
TASK,6126024662,0,2347663322.0,1,9,406
TASK,6257001573,8,2347663322.0,3,6,407
TASK,515042954,5,2347663322.0,1,0,408
TASK,6257001573,0,2347663322.0,3,6,409
TASK,6257001573,0,2347663322.0,1,6,410
TASK,6257247154,233,2347663322.0,1,4,411
TASK,6126024662,0,2347663322.0,3,9,412
TASK,515042954,7,2347663322.0,1,0,,413
TASK,6221861800,5208,30789408.0,1,0,414
TASK,6221861800,10742,30789408.0,2,0,415
TASK,6221861800,5208,30789408.0,2,0,416
TASK,6257250624,0,30789408.0,2,0,417
TASK,6257506517,996,30789408.0,1,4,418
TASK,6184995193,76,30789408.0,5,9,419
TASK,6218225491,16,30789408.0,2,1,420
TASK,6256014611,2951,30789408.0,2,1,421
TASK,6184995193,71,30789408.0,1,9,422
TASK,6221861800,14872,30789408.0,1,0,423
TASK,6257506517,996,30789408.0,5,4,424
TASK,5950955866,135,30789408.0,1,0,425
TASK,6256014611,3961,30789408.0,1,1,426
TASK,515042969,18,30789408.0,1,0,427
TASK,515042969,15,30789408.0,1,0,428
TASK,515042969,5,30789408.0,1,0,429
TASK,515042969,21,30789408.0,1,0,430
TASK,515042969,26,30789408.0,1,0,431
TASK,515042969,26,30789408.0,5,0,432
TASK,5950955866,135,30789408.0,5,0,433
TASK,6221861800,14872,30789408.0,2,0,434
TASK,6114773114,1993,30789408.0,2,0,435
TASK,6257598052,0,30789408.0,1,1,436
TASK,6257598052,0,30789408.0,4,1,437
TASK,515042969,7,30789408.0,1,0,438
TASK,6218406404,23,30789408.0,1,0,439
TASK,515042969,7,30789408.0,5,0,440
TASK,6218406404,23,30789408.0,2,0,441
TASK,6257635210,0,30789408.0,1,1,442
TASK,6257635210,0,30789408.0,4,1,443
TASK,6218406404,0,30789408.0,1,0,444
TASK,515042969,15,30789408.0,1,0,445
TASK,515042969,15,30789408.0,1,0,446
TASK,515042969,15,30789408.0,1,0,447
TASK,515042969,15,30789408.0,1,0,448
TASK,515042969,11,30789408.0,1,0,449
TASK,515042969,11,30789408.0,1,0,450
TASK,515042969,12,30789408.0,1,0,451
TASK,515042969,26,30789408.0,1,0,,452
TASK,6221861800,8582,4802122506.0,2,0,453
TASK,6221861800,2484,4802122506.0,2,0,454
TASK,6257765163,1015,4802122506.0,1,4,455
TASK,6257861930,114,4802122506.0,1,4,456
TASK,6257765163,1015,4802122506.0,4,4,457
TASK,6257968958,0,4802122506.0,1,2,458
TASK,6257861930,114,4802122506.0,4,4,459
TASK,6238340468,1254,4802122506.0,1,0,460
TASK,6257653083,471,4802122506.0,1,0,461
TASK,6257653083,471,4802122506.0,5,0,462
TASK,6257653083,35,4802122506.0,1,0,,463
TASK,6257825545,449,1267417.0,4,4,464
TASK,6221861800,8261,1267417.0,2,0,465
TASK,6258142523,1327,1267417.0,1,4,466
TASK,6258199896,76,1267417.0,1,4,467
TASK,6258211597,50,1267417.0,1,4,468
TASK,6258199896,76,1267417.0,4,4,469
TASK,6257655536,879,1267417.0,1,0,470
TASK,6257655536,879,1267417.0,2,0,471
TASK,6258250286,851,1267417.0,1,4,472
TASK,6221861800,8126,1267417.0,2,0,473
TASK,6258251626,26,1267417.0,1,4,474
TASK,6258211597,50,1267417.0,4,4,475
TASK,6221861800,2860,1267417.0,1,0,476
TASK,6258250286,851,1267417.0,4,4,477
TASK,6238340468,792,1267417.0,1,0,478
TASK,6258251626,26,1267417.0,3,4,479
TASK,6257655536,1045,1267417.0,1,0,480
TASK,6257655536,1045,1267417.0,2,0,481
TASK,6258325740,1036,1267417.0,1,4,482
TASK,6238340468,792,1267417.0,2,0,483
TASK,6258328788,373,1267417.0,1,4,484
TASK,6027246477,0,1267417.0,1,0,485
TASK,6258142523,1327,1267417.0,4,4,486
TASK,6249834537,628,1267417.0,1,0,487
TASK,6027246477,0,1267417.0,5,0,488
TASK,6027246477,0,1267417.0,1,0,,489
TASK,4121195473,0,711477.0,1,10,490
TASK,4121195473,0,711477.0,5,10,491
TASK,4121195473,0,711477.0,1,10,492
TASK,4121195473,0,711477.0,5,10,493
TASK,4121195473,0,711477.0,1,10,494
TASK,4121195473,0,711477.0,5,10,495
TASK,4121195473,0,711477.0,1,10,,496
TASK,6263670818,50,197871657.0,4,4,497
TASK,6264331767,29,197871657.0,1,4,498
TASK,6264331767,29,197871657.0,4,4,499
TASK,6238340468,691,197871657.0,1,0,500
TASK,6238340468,691,197871657.0,2,0,501
TASK,6264414632,8,197871657.0,1,4,502
TASK,6264414632,8,197871657.0,4,4,503
TASK,6238340468,52,197871657.0,1,0,504
TASK,6238340468,52,197871657.0,2,0,505
TASK,6264512202,45,197871657.0,1,4,506
TASK,6264512202,45,197871657.0,4,4,507
TASK,6238340468,179,197871657.0,1,0,508
TASK,6238340468,179,197871657.0,2,0,509
TASK,6264571629,62,197871657.0,1,4,510
TASK,6238340468,1711,197871657.0,1,0,511
TASK,6264571629,62,197871657.0,4,4,512
TASK,6238340468,1711,197871657.0,2,0,513
TASK,6264745198,112,197871657.0,1,4,514
TASK,6264745198,112,197871657.0,4,4,515
TASK,6238340468,1348,197871657.0,1,0,516
TASK,6238340468,1348,197871657.0,2,0,517
TASK,6264781008,779,197871657.0,1,4,518
TASK,6264781008,779,197871657.0,5,4,519
TASK,6264803484,732,197871657.0,1,0,520
TASK,6264803484,732,197871657.0,2,0,521
TASK,6264802360,518,197871657.0,1,4,522
TASK,6264802360,518,197871657.0,4,4,523
TASK,515042969,17,197871657.0,1,0,524
TASK,515042969,17,197871657.0,5,0,525
TASK,6264870460,873,197871657.0,1,4,526
TASK,6264870460,873,197871657.0,4,4,527
TASK,515042969,9,197871657.0,1,0,,528
TASK,6265067516,29,105752052.0,4,0,529
TASK,6265163832,15,105752052.0,1,4,530
TASK,6264902026,76,105752052.0,4,4,531
TASK,6218406404,1318,105752052.0,1,0,532
TASK,6218406404,1321,105752052.0,1,0,533
TASK,6265355653,800,105752052.0,1,0,534
TASK,6232112359,156,105752052.0,5,9,535
TASK,6265355653,800,105752052.0,2,0,536
TASK,6265373924,535,105752052.0,1,4,537
TASK,6265373924,535,105752052.0,4,4,538
TASK,6265409308,880,105752052.0,1,4,539
TASK,6265409308,880,105752052.0,4,4,540
TASK,6265473526,966,105752052.0,1,0,541
TASK,6265473526,966,105752052.0,4,0,542
TASK,6265003926,3252,105752052.0,1,4,543
TASK,6249834537,658,105752052.0,1,0,544
TASK,6218406404,1321,105752052.0,2,0,545
TASK,6249834537,658,105752052.0,2,0,546
TASK,6265526659,18,105752052.0,1,4,547
TASK,6265526659,18,105752052.0,4,4,548
TASK,515042969,25,105752052.0,1,0,549
TASK,515042969,19,105752052.0,1,0,550
TASK,515042969,25,105752052.0,5,0,551
TASK,6218406404,1318,105752052.0,2,0,552
TASK,6259890369,149,105752052.0,1,2,553
TASK,515042969,14,105752052.0,1,0,554
TASK,515042969,4,105752052.0,1,0,555
TASK,515042969,11,105752052.0,1,0,,556
TASK,6265936546,2513,599758.0,1,1,557
TASK,6264688025,1636,599758.0,3,4,558
TASK,6265936546,2513,599758.0,2,1,559
TASK,5495697968,0,599758.0,2,0,560
TASK,5402488769,317,599758.0,2,0,561
TASK,6264688025,1636,599758.0,1,4,562
TASK,6264688025,1541,599758.0,3,4,563
TASK,6265988063,35,599758.0,1,4,564
TASK,6265988063,35,599758.0,4,4,565
TASK,6260547229,225,599758.0,1,0,566
TASK,6266064977,546,599758.0,1,1,567
TASK,5402488769,2902,599758.0,1,0,568
TASK,6260547229,225,599758.0,4,0,569
TASK,6266064977,546,599758.0,4,1,570
TASK,6264688025,1636,599758.0,5,4,571
TASK,6266337385,779,599758.0,1,4,572
TASK,6266337385,779,599758.0,4,4,573
TASK,6266378604,2155,599758.0,1,4,574
TASK,6260547229,220,599758.0,1,0,575
TASK,6260547229,220,599758.0,5,0,576
TASK,6260547229,220,599758.0,1,0,,577
TASK,6266965319,124,1335773.0,1,0,578
TASK,6266965319,124,1335773.0,4,0,579
TASK,6267128362,678,1335773.0,1,4,580
TASK,6267128362,678,1335773.0,5,4,581
TASK,6218406404,49,1335773.0,1,0,582
TASK,6267403707,309,1335773.0,1,4,583
TASK,6266276140,98,1335773.0,5,4,584
TASK,515042969,20,1335773.0,1,0,585
TASK,6267416165,1108,1335773.0,1,1,586
TASK,515042969,20,1335773.0,5,0,587
TASK,6267403707,309,1335773.0,5,4,588
TASK,6218406404,49,1335773.0,2,0,589
TASK,6267418166,1671,1335773.0,1,1,590
TASK,6267457175,101,1335773.0,1,0,591
TASK,6267457175,101,1335773.0,2,0,592
TASK,6267452086,466,1335773.0,1,4,593
TASK,6267452086,466,1335773.0,4,4,594
TASK,6267478860,506,1335773.0,1,0,595
TASK,6259890369,12,1335773.0,5,2,596
TASK,6267515327,496,1335773.0,1,4,597
TASK,6267478860,506,1335773.0,2,0,598
TASK,6267523835,704,1335773.0,1,4,599
TASK,6267523835,704,1335773.0,4,4,600
TASK,6267515327,496,1335773.0,4,4,601
TASK,515042969,3,1335773.0,1,0,,602
